	reference	query	distance	pvalue	matching-hashes	percentage
217	CACAKA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
218	CACAKJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
219	CACAMT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
220	CACANT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
221	CACAQA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
222	CACAQD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
223	CACAQF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
224	CACAQP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
225	CACAQQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
226	CACARF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
227	CACARV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
229	CACAST01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
298	CACEPZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
252	CACBFH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
254	CACBGI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
278	CACCSS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
279	CACCWM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
280	CACCZQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
281	CACDDK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
282	CACDDW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
283	CACDFY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
284	CACDIE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
285	CACDJL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
286	CACDRN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
287	CACEAF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
288	CACEAS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
289	CACEEF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
290	CACEFS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
291	CACEHU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
292	CACEMU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
293	CACENO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
294	CACEPA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
295	CACEPC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
296	CACEPF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
277	CACCKP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
253	CACBGC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
276	CACCKF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
274	CACCHB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
255	CACBHP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
256	CACBIT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
257	CACBJB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
258	CACBKH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
259	CACBKT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
260	CACBOC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
261	CACBOU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
262	CACBRO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
263	CACBRZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
264	CACBSA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
265	CACBSY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
266	CACBTG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
267	CACBTP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
268	CACBTY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
269	CACBVE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
270	CACBVY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
271	CACBYI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
272	CACCCI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
273	CACCGY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
275	CACCIG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
1645	JAEMTO01_Nanopelagicales	./CENA71.fasta	1.0	1.0	0/1000	0.0
772	CAJCBE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
774	CAJCFH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
1324	JACJRK01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1325	JACJRL01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1326	JACJRM01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1327	JACJRN01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1328	JACJRO01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1331	JACJRR01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1332	JACJRS01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1333	JACJRT01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1321	JACJRH01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1340	JACJSA01_Oscillatoria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1350	JACJSK01_Planktothricoides	./CENA71.fasta	1.0	1.0	0/1000	0.0
1351	JACJSL01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1352	JACJSM01_Oscillatoria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1353	JACJSN01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1354	JACJSO01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1355	JACJSP01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1356	JACJSQ01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1357	JACJSR01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1342	JACJSC01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1316	JACJRC01_Alkalinema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1315	JACJRB01_Desertifilum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1314	JACJRA01_Desertifilum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1286	JACJPY01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1287	JACJPZ01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1288	JACJQA01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1289	JACJQB01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1290	JACJQC01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1291	JACJQD01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1292	JACJQE01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1299	JACJQL01_Nostoc	./CENA71.fasta	1.0	1.0	0/1000	0.0
1301	JACJQN01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1302	JACJQO01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1303	JACJQP01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1304	JACJQQ01_Nostoc	./CENA71.fasta	1.0	1.0	0/1000	0.0
1305	JACJQR01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1306	JACJQS01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1308	JACJQU01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1309	JACJQV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1311	JACJQX01_Chroococcidiopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1312	JACJQY01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1313	JACJQZ01_Desertifilum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1358	JACJSS01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1359	JACJST01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1360	JACJSU01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1361	JACJSV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1405	JACMLN01_Gloeobacterales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1406	JACMMT01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1407	JACMPV01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1408	JACNIM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1409	JACNLY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1410	JACOMP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1411	JACOMV01_Hormoscilla	./CENA71.fasta	1.0	1.0	0/1000	0.0
1412	JACONA01_Hormoscilla	./CENA71.fasta	1.0	1.0	0/1000	0.0
1413	JACONB01_Candidatus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1414	JACONF01_Hormoscilla	./CENA71.fasta	1.0	1.0	0/1000	0.0
1415	JACONN01_Hormoscilla	./CENA71.fasta	1.0	1.0	0/1000	0.0
1416	JACQUT01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1417	JACQYI01_Oscillatoriophycideae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1418	JACSWA01_Spirulina	./CENA71.fasta	1.0	1.0	0/1000	0.0
1419	JACSWB01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1420	JACSWC01_Halomicronema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1421	JACVRF01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1423	JACVRI01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1424	JACVRO01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1404	JACMKO01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1284	JACJPW01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1403	JACMIX01_Gloeobacterales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1391	JACJUP01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1362	JACJSW01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1363	JACJSX01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
1364	JACJSY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1365	JACJSZ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1371	JACJTF01_Planktothricoides	./CENA71.fasta	1.0	1.0	0/1000	0.0
1372	JACJTG01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1373	JACJTH01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1374	JACJTI01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1375	JACJTJ01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1377	JACJTL01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
1378	JACJTM01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1379	JACJTN01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1380	JACJTO01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1381	JACJTP01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1384	JACJTS01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
1387	JACJTV01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1388	JACJTW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1389	JACJTX01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1390	JACJTY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1392	JACJUZ01_Sphaerospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1282	JACJPU01_Sphaerospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1281	JACJPT01_Sphaerospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1280	JACJPS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1191	JABAID01_Novosphingobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1192	JABBNJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1193	JABBYP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1194	JABBYQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1195	JABBYR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1196	JABGCF01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1197	JABMNF01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1198	JABMPN01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1199	JABSPE01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
1201	JABWAF01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1202	JABWAG01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1203	JABWAH01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1218	JACBFF01_Freshwater	./CENA71.fasta	1.0	1.0	0/1000	0.0
1219	JACBFI01_Sediminibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1220	JACDGJ01_Nostocaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1221	JACDQL01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1222	JACEGB01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1223	JACEGC01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1224	JACETB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1190	JABAIC01_Novosphingobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1225	JACETC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1189	JAAZWA01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1187	JAAZUZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1165	JAAUUO01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1166	JAAUUR01_Leptolyngbyaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1167	JAAUUS01_Hydrococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1168	JAAUUV01_Pleurocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
1169	JAAUUW01_Acaryochloridaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1170	JAAUUX01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1171	JAAUUY01_Leptolyngbyaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1172	JAAUVB01_Pleurocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
1173	JAAUVC01_Acaryochloris	./CENA71.fasta	1.0	1.0	0/1000	0.0
1174	JAAUVD01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1175	JAAUVE01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1176	JAAVJL01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1178	JAAVVU01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1180	JAAVVY01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1181	JAAVWA01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1182	JAAXIH01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1183	JAAXJU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1184	JAAXLT01_Candidatus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1185	JAAXLU01_Candidatus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1188	JAAZVJ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1425	JACVRP01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1226	JACGCP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1229	JACGXW01_Limnospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
1257	JACJOV01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1258	JACJOW01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1259	JACJOX01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1260	JACJOY01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1261	JACJOZ01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1262	JACJPA01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1263	JACJPB01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1264	JACJPC01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1266	JACJPE01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1267	JACJPF01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1268	JACJPG01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1269	JACJPH01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1270	JACJPI01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1271	JACJPJ01_Oculatella	./CENA71.fasta	1.0	1.0	0/1000	0.0
1272	JACJPK01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1273	JACJPL01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1276	JACJPO01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1277	JACJPP01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1278	JACJPQ01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1256	JACJOU01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1227	JACGCQ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1255	JACJOT01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1253	JACJOR01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1230	JACJNU01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1231	JACJNV01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1233	JACJNX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1234	JACJNY01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1236	JACJOA01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1238	JACJOC01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1239	JACJOD01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1240	JACJOE01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1241	JACJOF01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1242	JACJOG01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1243	JACJOH01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1244	JACJOI01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1245	JACJOJ01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1246	JACJOK01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1247	JACJOL01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1248	JACJOM01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1249	JACJON01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1251	JACJOP01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1252	JACJOQ01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1254	JACJOS01_Trichocoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1164	JAAUUN01_Coleofasciculaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1426	JACVRQ01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1429	JACVSI01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1579	JAEMRA01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1580	JAEMRB01_Chloroflexi	./CENA71.fasta	1.0	1.0	0/1000	0.0
1581	JAEMRC01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1582	JAEMRD01_Brevundimonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
1583	JAEMRE01_Polynucleobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
1584	JAEMRF01_Solirubrobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1585	JAEMRG01_Rhodoferax	./CENA71.fasta	1.0	1.0	0/1000	0.0
1586	JAEMRH01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1578	JAEMQZ01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1587	JAEMRI01_Rhodococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1589	JAEMRK01_Parachlamydiales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1590	JAEMRL01_Thermoleophilia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1591	JAEMRM01_Blastococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1592	JAEMRN01_Mycolicibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1593	JAEMRO01_Brevundimonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
1594	JAEMRP01_Microbacteriaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1595	JAEMRQ01_Sphingobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1596	JAEMRR01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1588	JAEMRJ01_Thermoleophilaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1577	JAEMQY01_Gemmataceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1576	JAEMQX01_Sphingopyxis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1575	JAEMQW01_Fonsibacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
1552	JADHRT01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1553	JADHRU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1554	JADOER01_Leptothoe	./CENA71.fasta	1.0	1.0	0/1000	0.0
1557	JADQBB01_Chlorogloea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1558	JADQBC01_Gomphosphaeria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1559	JADQCS01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1560	JADQCT01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1562	JAECZB01_Atlanticothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1564	JAEMQL01_Sphingomonadaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1565	JAEMQM01_Nocardioides	./CENA71.fasta	1.0	1.0	0/1000	0.0
1566	JAEMQN01_Acidimicrobiia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1567	JAEMQO01_Nanopelagicus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1568	JAEMQP01_Brevundimonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
1569	JAEMQQ01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1570	JAEMQR01_Stenotrophomonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
1571	JAEMQS01_Solirubrobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1572	JAEMQT01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1573	JAEMQU01_Opitutales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1574	JAEMQV01_Polynucleobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
1597	JAEMRS01_Bacteroidia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1598	JAEMRT01_Sphingopyxis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1599	JAEMRU01_Gemmataceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1600	JAEMRV01_Akkermansiaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1624	JAEMST01_Rhodococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1625	JAEMSU01_Thermoleophilia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1626	JAEMSV01_Solirubrobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1627	JAEMSW01_Gemmataceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1628	JAEMSX01_Thermoleophilaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1629	JAEMSY01_Thermoleophilaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1630	JAEMSZ01_Solirubrobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1631	JAEMTA01_Mycolicibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1632	JAEMTB01_Chloroflexi	./CENA71.fasta	1.0	1.0	0/1000	0.0
1633	JAEMTC01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1634	JAEMTD01_Akkermansiaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1635	JAEMTE01_Nanopelagicus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1636	JAEMTF01_Williamsia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1637	JAEMTG01_Rhodococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1638	JAEMTH01_Acidimicrobiia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1640	JAEMTJ01_Rhodoluna	./CENA71.fasta	1.0	1.0	0/1000	0.0
1641	JAEMTK01_Chthoniobacterales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1642	JAEMTL01_Chthoniobacterales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1643	JAEMTM01_Sphingomonadaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1623	JAEMSS01_Nocardioides	./CENA71.fasta	1.0	1.0	0/1000	0.0
1551	JADHPS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1622	JAEMSR01_Mycolicibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1620	JAEMSP01_Chloroflexi	./CENA71.fasta	1.0	1.0	0/1000	0.0
1601	JAEMRW01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
